data:text/csv;charset=utf-8,"sep=,"
Game ID, Name, Image, Year Published, Price, Artists, Designers, Primary Family, Other Families, Categories, Mechanics, BGG Rating, User Rating, Complexity, Language Level, Play Time, Minimum Age, Recommended Min Age, Minimum Players, Maximum Players, Minimum Players (Base Game), Maximum Players (Base Game), Best with x Number of Players, Recommended with x Number of Players, Number of Plays, BGG Rank, Owners, Type
300877,"New York Zoo","https://cf.geekdo-images.com/8vqr1uYik715mqDqy0W9vg__original/img/n_Q1WMkgDeNke6RdnagDS6j1lcc=/0x0/filters:format(jpeg)/pic5673404.jpg",2020,Unknown,"Felix Wermke","Uwe Rosenberg","Family Game","Animals: Birds,Animals: Elephants,Animals: Foxes,Animals: Kangaroos,Animals: Meerkat,Animals: Penguins,Category: Combinatorial,Components: Meeples (Animal) / Animeeples,Components: Polyominoes,Digital Implementations: Board Game Arena,Digital Implementations: Tabletopia,Theme: Zoos, Aquaria, Safari Parks","Abstract Strategy,Animals,Puzzle","Automatic Resource Growth,Grid Coverage,Modular Board,Race,Rondel,Tile Placement",7.0,"Not Rated",2.0,1,30 - 60,10,8,1,5,1,5,"3","1,2,3,4","3",939,"excali8ur",Base Game,
314589,"Night Parade of a Hundred Yokai","https://cf.geekdo-images.com/DeXCi8HU2htu4XmMsiDEVg__original/img/NI4zhogLDvzRzA1Dd2W81Kyl5AI=/0x0/filters:format(jpeg)/pic6985346.jpg",2021,Unknown,"Luís Brueh","Luís Brueh","Family Game","Components: Meeples (Animal) / Animeeples,Country: Japan,Creatures: Monsters,Crowdfunding: Kickstarter,Digital Implementations: Tabletopia,Mechanism: Tableau Building,Players: Games with Solitaire Rules,Theme: Temple","Fantasy,Mythology","Area Majority / Influence,Hidden Victory Points,Modular Board,Open Drafting,Solo / Solitaire Game,Variable Player Powers",7.3,"Not Rated",2.0,1,30 - 45,14,8,1,5,1,4,"3","2,3,4","6",4152,"excali8ur",Base Game,
374171,"Night Parade of a Hundred Yokai: Cursed Throne Expansion","https://cf.geekdo-images.com/dYtibLLqRJayAhxPvxBweA__original/img/4MO0dgx_bpkOvPwAdo1jV_Kq7eQ=/0x0/filters:format(png)/pic7161625.png",2023,Unknown,"Luís Brueh","Luís Brueh","","Country: Japan,Creatures: Monsters,Crowdfunding: Kickstarter,Digital Implementations: Tabletopia","Animals,Expansion for Base-game,Fantasy,Mythology","Area Majority / Influence,Deck, Bag, and Pool Building,Variable Player Powers",8.0,"Not Rated",2.2,Unknown,35 - 50,14,Unknown,1,4,1,4,"3","2,3,4","0",Unknown,"excali8ur",Expansion,
345008,"Night Parade of a Hundred Yokai: Kami Rising","https://cf.geekdo-images.com/CoulLQj7iRwaXoR_Z6uj2Q__original/img/ZN2zxqNjMLTQRXeP9SAR3yyofrg=/0x0/filters:format(jpeg)/pic6344184.jpg",2021,Unknown,"Luís Brueh","Luís Brueh","","Animals: Birds,Animals: Dogs,Country: Japan,Creatures: Monsters,Crowdfunding: Kickstarter","Expansion for Base-game,Fantasy,Mythology","",7.9,"Not Rated",2.0,Unknown,40 - 0,14,Unknown,1,5,1,5,"3","2,3,4,5","0",Unknown,"excali8ur",Expansion,
345007,"Night Parade of a Hundred Yokai: Moonlight Whispers","https://cf.geekdo-images.com/r2ej7hVhUNzgqS0i_6HyrQ__original/img/CbTroSkG671nTO-HYUXYjYQsnY8=/0x0/filters:format(jpeg)/pic6344185.jpg",2021,Unknown,"Luís Brueh","Luís Brueh","","Country: Japan,Creatures: Monsters,Crowdfunding: Kickstarter","Expansion for Base-game,Fantasy,Mythology","",7.9,"Not Rated",2.0,Unknown,40 - 0,14,Unknown,1,5,1,5,"","2,3,4,5","0",Unknown,"excali8ur",Expansion,
434367,"Nippon: Zaibatsu","https://cf.geekdo-images.com/bOs_Um4cUUOpKnypCMykJA__original/img/RE_9_-ioTp31Fq_r5GZ_XKVGwzw=/0x0/filters:format(png)/pic8844519.png",2026,Unknown,"Maya Kurkhuli","Nuno Bizarro Sentieiro,Paulo Soledade","Strategy Game","Components: Map (Continental / National scale),Country: Japan,Crowdfunding: Kickstarter,History: Industrial Revolution,Misc: GettingGames Tutorial Videos","Economic,Industry / Manufacturing","Area Majority / Influence,Contracts,End Game Bonuses,Income,Open Drafting,Solo / Solitaire Game,Variable Set-up,Worker Placement,Worker Placement, Different Worker Types",8.5,"Not Rated",3.6,1,60 - 120,12,14,1,4,1,4,"4","1,2,3,4","0",390,"",Base Game,
455490,"Octo&Roll","https://cf.geekdo-images.com/J0ZvBK2MTiYr2P3Zv6m5HA__original/img/esmlK2quOCV4mkug7SbbFXH0bUU=/0x0/filters:format(png)/pic9139369.png",2025,Unknown,"","Syou (しょう)","","Admin: Upcoming Releases","Dice","Paper-and-Pencil",8.0,"Not Rated",0.0,Unknown,15 - 20,8,Unknown,2,7,2,7,"","","0",Unknown,"",Base Game,
126168,"Oh no... INVASION!!!","https://cf.geekdo-images.com/W7n3v6HiVTkWI7kqyOwq3A__original/img/4ULBtYOZnaDZcyiUV6eYMfcK0k4=/0x0/filters:format(png)/pic1337930.png",2012,Unknown,"Joost Das","Joost Das","","","Card Game,Science Fiction","Cooperative Game,Set Collection",5.8,"Not Rated",1.8,1,30,12,8,3,5,3,5,"4","4,5","0",22913,"excali8ur",Base Game,
130060,"Ohne Furcht und Adel Sonderausgabe","https://cf.geekdo-images.com/rhz1MrWWvkPBTI_rsIoZJw__original/img/MIcjM3go2Xq2Iheu6QPRs36xoFg=/0x0/filters:format(jpeg)/pic1421173.jpg",2012,Unknown,"Cyrille Daujean,Julien Delval,Florence Magnin,Melanie Maier,Jean-Louis Mourier","Bruno Faidutti","Family Game","Game: Citadels","Bluffing,Card Game,City Building,Fantasy,Medieval","Open Drafting,Variable Phase Order,Variable Player Powers",7.0,"Not Rated",2.4,3,60,10,10,2,7,2,7,"","3,4,5,6","1",2568,"",Base Game,
416000,"Ojo, Mano, Pata, ¡Monstruos!","https://cf.geekdo-images.com/ya-cV2_dagSJA3i_it08dw__original/img/X9OqjOAlXt44MycvberBw_eUdXM=/0x0/filters:format(jpeg)/pic8308424.jpg",2024,Unknown,"","Lorena Gestido","","","Card Game,Children's Game,Educational","Pattern Recognition,Speed Matching",7.0,"Not Rated",0.0,Unknown,15,5,4,2,4,2,4,"","","0",Unknown,"",Base Game,
313807,"Oros","https://cf.geekdo-images.com/VTOAey9BsFvxUs3I1VlGIQ__original/img/yCNBnWRPJEAIuDPEcXXQd_-EbrA=/0x0/filters:format(jpeg)/pic7070031.jpg",2023,Unknown,"Brandt Brinkerhoff","Brandt Brinkerhoff","Strategy Game","Category: Combinatorial,Crowdfunding: Kickstarter,Digital Implementations: Tabletopia","Abstract Strategy,Mythology,Prehistoric,Puzzle","Grid Movement,Square Grid,Tile Placement,Worker Placement",7.2,"Not Rated",3.3,2,60 - 120,14,12,1,4,1,4,"3","3,4","1",2446,"",Base Game,
23953,"Outside the Scope of BGG","https://cf.geekdo-images.com/mWd3fATtGyOieHNJH8oOfQ__original/img/d1HR1xmASgYCwNb2J3wNBRPhLbo=/0x0/filters:format(jpeg)/pic193671.jpg",0,Unknown,"(Uncredited)","(Uncredited)","Family Game","Admin: Miscellaneous Placeholder,Admin: Outside the Scope of BGG","","",6.6,"Not Rated",1.7,1,0,Unknown,2,0,0,0,0,"","","9",5439,"excali8ur",Base Game,
230200,"Overbooked","https://cf.geekdo-images.com/aVrCF7VkOnQUs75kMPqG-Q__original/img/CM0uL0b0JoH_CWR2-UDorxdR4OE=/0x0/filters:format(png)/pic4338733.png",2018,Unknown,"Gyom,Roman Kucharski,Sandy Solihin","Daryl Chow","Family Game","Card Games: Matching,Misc: LongPack Games,Mythology: Chinese","Aviation / Flight,Puzzle,Transportation","Open Drafting,Pattern Building,Pattern Recognition,Simulation",7.0,"Not Rated",2.0,1,20 - 40,8,8,1,4,1,4,"3","1,2,3,4","0",2936,"excali8ur",Base Game,
417323,"Panda Spin","https://cf.geekdo-images.com/-s_z7CrUOywLKfc-2OznRg__original/img/jg0U8cCRyH-VzRggrm_AU-32e0g=/0x0/filters:format(jpeg)/pic8170512.jpg",2024,Unknown,"CMYM,Wenjue Zhuang","Carl Chudyk","Strategy Game,Family Game","Animals: Pandas,Card Games: Climbing,Card Games: Shedding / Stops,Digital Implementations: Board Game Arena","Animals,Card Game","Hand Management,Ladder Climbing,Melding and Splaying,Set Collection",7.1,"Not Rated",2.0,1,25 - 40,14,12,2,5,2,5,"4","3,4,5","0",2223,"",Base Game,
209688,"Papertown","https://cf.geekdo-images.com/XgPzqiPTGvXYKsWsCtCGIA__original/img/jKY8CK4vzIlBk5aLv5e3pE9xg7c=/0x0/filters:format(jpeg)/pic7695313.jpg",2021,Unknown,"Rafa Miqueleto","Rodrigo Rego","","Theme: City","Abstract Strategy,City Building","Pattern Building,Tile Placement",6.8,"Not Rated",1.8,1,15 - 30,10,Unknown,1,4,1,4,"2","2,3,4","2",15337,"excali8ur",Base Game,
437168,"Paradox Island","https://cf.geekdo-images.com/3h7zVjyDu1dgnqwilHjsBA__original/img/0MX2fuHUNZQBEKS-2qqVxoQAGRs=/0x0/filters:format(jpeg)/pic8650117.jpg",2025,Unknown,"Evgeny Zubkov","Stepan Opalev","","Admin: Upcoming Releases,Mechanism: Hidden Movement,Players: One versus Many","Adventure,Deduction,Exploration","Area Movement,Deduction,Drawing,Events,Hexagon Grid,Hidden Movement,Modular Board,Race,Variable Player Powers,Variable Set-up",7.2,"Not Rated",2.7,Unknown,60 - 90,10,10,2,4,2,4,"4","3,4","0",10809,"",Base Game,
365119,"Party Panda Pirates","https://cf.geekdo-images.com/Qwh8s6nWxmUhVUBklYSZ6A__original/img/jHPa0SDjyK7nGXrh7H9LVFRa7Kc=/0x0/filters:format(jpeg)/pic7882358.jpg",2024,Unknown,"Ivan Escalante,Francisco Rammírez","Adrian Alamo Borja,Gabriel González ""Gabo"",Pepe Macba,Victor Valdés,Juan Pablo Villaseñor ""Oso""","","Animals: Pandas,Components: 3-Dimensional (3D),Crowdfunding: Kickstarter,Mechanism: Finger Flicking Games,Misc: Made by Panda,Series: Creature Kingdoms (Detestable Games),Theme: Pirates","Action / Dexterity,Animals,Dice,Miniatures,Party Game,Video Game Theme","Dice Rolling,Flicking,Impulse Movement,Predictive Bid,Slide / Push",7.5,"Not Rated",1.2,2,30 - 45,8,6,2,6,2,6,"4","3,4,5,6","0",5505,"",Base Game,
462440,"Pasteles","https://cf.geekdo-images.com/q3DT6m184pjY_vWSdb8UZw__original/img/b_hnLtaESWtG0S77cBUIkPfxI0A=/0x0/filters:format(jpeg)/pic9340480.jpg",2026,Unknown,"Jorge Tabanera Redondo","Scott Almes","","Admin: Upcoming Releases,Components: Book as Board,Components: Polyominoes,Crowdfunding: Gamefound,Players: Games with Solitaire Rules,Players: Solitaire Only Games,Theme: Food / Cooking","Economic,Puzzle","Grid Coverage,Income,Solo / Solitaire Game,Tile Placement",7.1,"Not Rated",0.0,Unknown,30,10,Unknown,1,1,1,1,"","","0",Unknown,"",Base Game,
353572,"Pest","https://cf.geekdo-images.com/xaNcZAEJe1NSckE927dSbQ__original/img/iUvCKJjfzNpBhdVHla7X96Svv90=/0x0/filters:format(png)/pic9704096.png",2024,Unknown,"Daniel Cunha,Sara Stanoeska","Thomas Nielsen,Kai Starck","Strategy Game","Components: Control Boards,Crowdfunding: Kickstarter,Players: Games with Solitaire Rules,Theme: Plague Epidemic","Civilization,Medical,Medieval","Action Points,Area Majority / Influence,Area Movement,End Game Bonuses,Events,Modular Board,Variable Player Powers,Variable Set-up,Worker Placement",7.3,"Not Rated",3.3,3,60 - 150,13,14,1,5,1,5,"3","1,2,3,4","1",3899,"excali8ur",Base Game,
61470,"Phase 10 Master","https://cf.geekdo-images.com/J9atmtTBGrxMd6QBx-2F7A__original/img/-AaKgvWnJnd78T8EmzpOHCcwt2w=/0x0/filters:format(jpeg)/pic698051.jpg",2008,Unknown,"","Susanne Armbruster","Family Game","Game: Phase 10,Series: Kartenspiele (Ravensburger)","Card Game,Number","Hand Management,Set Collection",5.6,"Not Rated",1.3,1,60,10,8,2,6,2,6,"3,4","2,3,4,5,6","1",25738,"excali8ur",Base Game,
263236,"Philosophy","https://cf.geekdo-images.com/RdfDz0XYAofA-OCmbPUkWA__original/img/zcRQoBTYqlZ4rBd-SREQsg15fWY=/0x0/filters:format(jpeg)/pic7790314.jpg",2023,Unknown,"Natalie Dombois","Galen Goodwick","Abstract Game","Category: Combinatorial,Category: n in a row,Components: 9 x 9 Grids,Crowdfunding: Gamefound,Misc: Made by Panda,Players: Two-Player Only Games","Abstract Strategy","Square Grid,Tile Placement",7.2,"Not Rated",2.2,1,5 - 30,10,8,2,2,2,2,"2","2","3",10761,"excali8ur",Base Game,
381826,"Pick a Pen: Reefs","https://cf.geekdo-images.com/vxS53P3iq7URKfnVDAF5tQ__original/img/tFzi_mgf2W0JfGchEAsYDTU57sw=/0x0/filters:format(jpeg)/pic8159861.jpg",2023,Unknown,"Marlies Barends","Reiner Knizia","Family Game","Mechanism: Roll-and-Write,Series: Pick a Pen","Exploration,Nautical,Puzzle","Drawing,Line Drawing,Paper-and-Pencil",6.4,"Not Rated",1.4,1,30,8,8,2,4,2,4,"3","1,2,3,4","3",11414,"excali8ur",Base Game,
391549,"Pillars of Heracles","https://cf.geekdo-images.com/NZGlbyH3lFwz3_VH44uNug__original/img/wzOB8pcNfXQKhVWhmkpld9ddwQM=/0x0/filters:format(jpeg)/pic7720844.jpg",2025,Unknown,"Szabó Dávid","Tamás Oláh","","Ancient: Greece,Characters: Hercules,Country: Greece,Crowdfunding: Kickstarter,Misc: LongPack Games,Players: Games with Solitaire Rules","City Building,Civilization","Area Majority / Influence,Area Movement,Deck, Bag, and Pool Building,Rondel,Solo / Solitaire Game,Variable Player Powers",7.5,"Not Rated",3.9,4,90 - 120,14,14,1,4,1,4,"3","2,3,4","0",6857,"",Base Game,
469369,"Pioneers of Pagonia: The Board Game","https://cf.geekdo-images.com/ReqpU09skYplW8TEZLTKXQ__original/img/_AzMidzdg98zBoJWke6IAhwRvbw=/0x0/filters:format(png)/pic9542091.png",2028,Unknown,"(Uncredited)","Michael Keller (II),Markus Lehmann","","Admin: Better Description Needed!,Admin: Upcoming Releases,Crowdfunding: Gamefound,Digital Implementations: TableTop Simulator Mod (TTS),Mechanism: Tableau Building,Misc: LongPack Games,Players: Games with Solitaire Rules","Card Game,City Building,Economic,Exploration,Video Game Theme","Deck, Bag, and Pool Building,End Game Bonuses,Events,Hand Management,Hexagon Grid,Hidden Victory Points,Race,Set Collection,Solo / Solitaire Game,Tech Trees / Tech Tracks,Tile Placement,Track Movement,Variable Player Powers,Variable Set-up",9.3,"Not Rated",3.7,Unknown,90 - 180,14,Unknown,1,4,1,4,"","","0",Unknown,"",Base Game,
438119,"Please Don't Burn My Village!","https://cf.geekdo-images.com/jW6SFTUKTDNAiMlXJ9R60A__original/img/yiqi6onfvXVWqW8T4snREOabot0=/0x0/filters:format(jpeg)/pic8677734.jpg",2025,Unknown,"Tad Lambert","Simon Weinberg","","Creatures: Dragons,Digital Implementations: Board Game Arena","Card Game,Economic,Fantasy,Medieval","Commodity Speculation,Market,Push Your Luck",6.4,"Not Rated",1.5,1,20 - 30,10,8,2,5,2,5,"3,4","2,3,4,5","6",8435,"excali8ur",Base Game,
180974,"Potion Explosion","https://cf.geekdo-images.com/vwjYMFporFhvAU48k73MIw__original/img/6sAfG89R42SJRv2wjiItRTMmcoQ=/0x0/filters:format(jpeg)/pic7298696.jpg",2015,Unknown,"Giulia Ghigini","Stefano Castelli,Andrea Crespi,Lorenzo Silva","Family Game","Components: Drop Tower,Components: Marbles,Digital Implementations: Board Game Arena,Digital Implementations: Google Play,Digital Implementations: Steam,Game: Potion Explosion,Misc: DIZED Tutorial,Players: Games with expansions that change player count,Theme: Alchemy,Theme: Wizards","Fantasy,Puzzle","Contracts,Open Drafting,Pattern Recognition,Physical Removal,Set Collection,Take That,Variable Set-up",7.1,"Not Rated",1.8,1,30 - 45,8,8,2,6,2,4,"3","2,3,4","3",603,"excali8ur",Base Game,
257729,"Potion Explosion: The 6th Student","https://cf.geekdo-images.com/_nR-NCdUMBRpGf4xOgUHYA__original/img/5-4xEv7k2WLoAQRo3Mc1CTrpLPg=/0x0/filters:format(jpeg)/pic4253868.jpg",2019,Unknown,"Giulia Ghigini","Stefano Castelli,Andrea Crespi,Lorenzo Silva","","Digital Implementations: Board Game Arena,Game: Potion Explosion,Players: Expansions Changing Player Count,Theme: Wizards","Expansion for Base-game","Pattern Recognition,Set Collection,Take That",7.5,"Not Rated",2.1,Unknown,30 - 45,8,14,2,6,2,6,"","4,5","0",Unknown,"excali8ur",Expansion,
203542,"Potion Explosion: The Fifth Ingredient","https://cf.geekdo-images.com/HNY4dGRmFxa9bBAkwXFiQQ__original/img/av0139d8SrY1gjWazlczwTP0t18=/0x0/filters:format(png)/pic3387514.png",2017,Unknown,"Giulia Ghigini","Stefano Castelli,Andrea Crespi,Lorenzo Silva","Family Game","Digital Implementations: Board Game Arena,Game: Potion Explosion,Theme: Wizards","Expansion for Base-game,Fantasy,Puzzle","Pattern Recognition,Set Collection,Take That",7.5,"Not Rated",1.9,1,30 - 60,8,8,2,4,2,4,"2","2,3,4","0",Unknown,"excali8ur",Expansion,
341974,"Power Plants","https://cf.geekdo-images.com/6sYHx4FX1dlek7yehSBBVA__original/img/fDrbrrBNw9LuyCwcrRpc1nOjCDs=/0x0/filters:format(jpeg)/pic6432453.jpg",2022,Unknown,"Apolline Etienne","Adam E. Daulton","Abstract Game","Components: Hexagonal Tiles,Players: Games with Solitaire Rules,Theme: Gardening,Theme: Wizards","Fantasy,Puzzle,Territory Building","Area Majority / Influence,Solo / Solitaire Game,Tile Placement,Variable Set-up",7.1,"Not Rated",2.5,2,30,8,10,1,5,1,5,"","1,2,3,4","13",2954,"excali8ur",Base Game,
259069,"Punto","https://cf.geekdo-images.com/rdiSqN0X8kiawUSe1CqZUw__original/img/uk7NpAHq2-cz6iQyo5Mpkbi-DYE=/0x0/filters:format(png)/pic5727017.png",2018,Unknown,"","Bernhard Weber","Abstract Game","Admin: Better Description Needed!,Series: Game Factory Metal Box,Series: Mini Tins (Game Factory)","Abstract Strategy","Pattern Building,Team-Based Game,Tile Placement",6.6,"Not Rated",1.1,1,20,7,8,2,4,2,4,"4","2,3,4","10",4754,"excali8ur",Base Game,
422690,"Pusheen: The Stacking Game!","https://cf.geekdo-images.com/snvXpfYrq85prZdtkD_MnA__original/img/srZq4DxgywejsVuKQRhrwbtIooM=/0x0/filters:format(jpeg)/pic8260961.jpg",2024,Unknown,"","Caezar Al-Jassar,Simon Milburn","","Animals: Cats,Components: Polyominoes,Mechanism: Tower Stacking,Versions & Editions: Versions with IP after the original release","Action / Dexterity,Animals","Pattern Building,Pattern Recognition,Real-Time,Stacking and Balancing",5.5,"Not Rated",1.0,Unknown,3 - 15,6,3,2,8,2,8,"","","0",27357,"",Base Game,
456236,"Queen Alice","https://cf.geekdo-images.com/PibSbnnxUse0XwP57AbAfQ__original/img/p8UW2rgUr1XpNWMyMAbdM93KQBg=/0x0/filters:format(jpeg)/pic9160910.jpg",2026,Unknown,"Amelia Sales","Héctor Carrión Benavent,David Heras Pino","","Admin: Upcoming Releases,Books: Alice in Wonderland,Crowdfunding: Gamefound","Novel-based","Deck, Bag, and Pool Building,End Game Bonuses,Hand Management,Multi-Use Cards,Track Movement",8.5,"Not Rated",3.9,1,30 - 120,14,Unknown,1,4,1,4,"3","2,3,4","0",11332,"",Base Game,
388539,"Quibbles","https://cf.geekdo-images.com/ouF2qQyb7X-AR4sJjn_HSg__original/img/-q3PBHsLvYBu0ln67-k6WRHE_sk=/0x0/filters:format(png)/pic7620068.png",2023,Unknown,"Roland MacDonald,Andrew Serbu","Michiel de Wit","","Card Games: Adding,Card Games: Fishing,Creatures: Aliens / Extraterrestrials,Digital Implementations: Board Game Arena,Digital Implementations: Yucata,Mechanism: Card Line","Card Game,Educational,Math,Number,Print & Play","Hand Management,Open Drafting,Race,Set Collection",5.9,"8.0",1.3,1,10 - 25,8,8,1,6,1,6,"2","2,3","3",16748,"excali8ur",Base Game,
358912,"Raas: A Dance of Love","https://cf.geekdo-images.com/ONIIf2UJBP81P2yegiAYCw__original/img/hbn4z1r2C56d8-26fquTnKuQ8HM=/0x0/filters:format(png)/pic9148239.png",2026,Unknown,"Tara Anand","Mihir Shah,Shaleen Harlalka","","Admin: Upcoming Releases,Components: Gears,Series: Dice Tower Essentials,Sports: Dancing","Dice,Music,Puzzle","Action Queue,Area Majority / Influence,Chaining,Connections,Different Dice Movement,End Game Bonuses,Matching,Modular Board,Rondel,Set Collection,Simultaneous Action Selection,Track Movement,Variable Player Powers,Variable Set-up",7.6,"Not Rated",2.5,Unknown,30 - 90,14,Unknown,1,6,1,6,"","2,3","0",7349,"",Base Game,
306882,"Railroad Ink Challenge: Shining Yellow Edition","https://cf.geekdo-images.com/yE1xMCPzckKh9V9CStNFEw__original/img/cpsGDBjzoKWhE8u5SojuSYafNmg=/0x0/filters:format(jpeg)/pic5350626.jpg",2021,Unknown,"Marta Tranquilli","Hjalmar Hach,Lorenzo Silva","Family Game","Components: 7 x 7 Grids,Components: Dice with Icons,Components: Dry Erase Markers / Dry Erase Surfaces,Crowdfunding: Kickstarter,Digital Implementations: Tabletopia,Game: Railroad Ink,Mechanism: Roll-and-Write,Players: Games with expansions that change player count,Players: Games with Solitaire Rules,Theme: Cacti and Succulents,Theme: Deserts","Dice,Trains","Bingo,Connections,Dice Rolling,Line Drawing,Network and Route Building,Paper-and-Pencil,Simultaneous Action Selection,Solo / Solitaire Game",7.4,"Not Rated",2.0,1,15 - 30,8,8,1,4,1,4,"2","1,2,3,4","1",1589,"",Base Game,
418062,"Railroad Tiles","https://cf.geekdo-images.com/yTbY__1knIb6nnekvUHGkw__original/img/pgU3b1X5P-SmmcMKfOw2SymLeQ4=/0x0/filters:format(png)/pic8296003.png",2025,Unknown,"Francesco De Benedittis,Marta Tranquilli","Hjalmar Hach,Lorenzo Silva","Family Game","Crowdfunding: Kickstarter,Digital Implementations: Tabletopia,Game: Railroad Ink,Versions & Editions: Card Versions of Non-Card Games","Trains,Transportation","Connections,Map Addition,Pattern Building,Tile Placement,Turn Order: Claim Action",7.5,"Not Rated",1.8,1,30,8,8,1,4,1,4,"3","1,2,3,4","0",1722,"",Base Game,
462541,"Raindrops","https://cf.geekdo-images.com/FWNxFW48cNR61VQGYC2new__original/img/lmgT0KlwC8cUq4Zm7T2Dk0cE92M=/0x0/filters:format(png)/pic9341405.png",2026,Unknown,"Andrea Guerrieri","Fernando Cunha","","Admin: Upcoming Releases,Misc: LongPack Games,Theme: Nature","Abstract Strategy,Puzzle","End Game Bonuses,Pattern Recognition,Set Collection",7.7,"Not Rated",0.0,Unknown,45,10,Unknown,2,4,2,4,"","","0",Unknown,"",Base Game,
292507,"Ramen Ink","https://cf.geekdo-images.com/dsfxNtvt4NNlrt3mB-JWhQ__original/img/XoHy9Lvq3ZVT1s2dKom5h31WKU4=/0x0/filters:format(png)/pic5180073.png",2020,Unknown,"Markus Erdt","Daryl Chow","","Food & Drink: Ramen,Mechanism: Flip-and-Write,Mechanism: Roll-and-Write","Card Game","Paper-and-Pencil",6.2,"Not Rated",1.7,Unknown,15 - 20,8,8,2,5,2,5,"","2,3,4,5","11",14570,"excali8ur",Base Game,
417197,"Rebirth","https://cf.geekdo-images.com/tyv6lPMlyU7YIUztlILQYQ__original/img/KUY_vKJZenJVl0cv05Qkt-Gx-ao=/0x0/filters:format(png)/pic8587890.png",2024,Unknown,"Anna ""Mikado"" Przybylska,Vesna ""vesner"" Redesiuk","Reiner Knizia","Strategy Game,Family Game","Components: Map (Continental / National scale),Components: RE-Wood,Country: Ireland,Country: Scotland,Crowdfunding: Kickstarter,Crowdfunding: Xinwuji,Misc: Watch It Played How To Videos,Theme: Environmental Protection / Degradation / Pollution,Theme: Nature","Environmental,Fantasy,Farming,Science Fiction","Area Majority / Influence,Contracts,End Game Bonuses,Hexagon Grid,Tile Placement",7.8,"Not Rated",2.0,3,45 - 60,10,8,2,4,2,4,"3","2,3,4","2",321,"excali8ur",Base Game,
