data:text/csv;charset=utf-8,"sep=,"
Game ID, Name, Image, Year Published, Price, Artists, Designers, Primary Family, Other Families, Categories, Mechanics, BGG Rating, User Rating, Complexity, Language Level, Play Time, Minimum Age, Recommended Min Age, Minimum Players, Maximum Players, Minimum Players (Base Game), Maximum Players (Base Game), Best with x Number of Players, Recommended with x Number of Players, Number of Plays, BGG Rank, Owners, Type
424225,"Loot","https://cf.geekdo-images.com/yluBxjYMRmfjO1zX9IKvVQ__original/img/kAyoHof3Fj4qGZOfJ_TtiYW_kN8=/0x0/filters:format(jpeg)/pic8292849.jpg",2024,Unknown,"Michael Menzel,Christian Opperer","Roy zur Linde,Ralf zur Linde","","Animals: Cats,Cities: Essen (North Rhine-Westphalia, Germany),Components: Meeples (Animal) / Animeeples,Mechanism: Roll-and-Write,Theme: Boardgaming","Animals,Dice","Dice Rolling,Paper-and-Pencil,Roll / Spin and Move,Set Collection,Square Grid",5.5,"Not Rated",1.3,1,20,8,Unknown,2,4,2,4,"","","0",27721,"excali8ur",Base Game,
253398,"Lost Cities: Rivals","https://cf.geekdo-images.com/4NaIBUKkBY1KDfPdvYPULw__original/img/AU_dQvK4u8mh2XVD0WDnSmlEwUg=/0x0/filters:format(jpeg)/pic4137630.jpg",2018,Unknown,"Sébastien Caiveau","Reiner Knizia","Family Game","Game: Lost Cities,Misc: LongPack Games,Theme: Archaeology / Paleontology","Card Game,Exploration","Auction / Bidding,Auction: Turn Order Until Pass,Set Collection",6.6,"Not Rated",1.9,1,40,10,8,2,4,2,4,"","3,4","3",3312,"excali8ur",Base Game,
299702,"The Lost Code","https://cf.geekdo-images.com/EZ-K0yIcppJ4ysjq63NlHQ__original/img/yD2lGcViK91BR0hJ3qIxihb59Og=/0x0/filters:format(jpeg)/pic5194215.jpg",2022,Unknown,"Miguel Coimbra","Leo Colovini","Family Game","Continents: South America,Crowdfunding: Kickstarter","Deduction","Deduction,Dice Rolling,Paper-and-Pencil",7.3,"Not Rated",2.4,1,60,10,10,2,4,2,4,"2","2,3,4","2",3754,"",Base Game,
448477,"Lost! in the Woods","https://cf.geekdo-images.com/_U-shUQ8FqHfGPcqRxY4DA__original/img/Ai4nZYfuAWCblMnTMXjIaBTxIuw=/0x0/filters:format(jpeg)/pic8945767.jpg",2025,Unknown,"Cam Kendell,Marco Salogni","Marco Salogni,Silvano Sorrentino","","Admin: Upcoming Releases","Party Game","Communication Limits,Cooperative Game,Deduction",6.1,"Not Rated",1.0,1,15,7,6,2,8,2,8,"3,4","2,3,4,5","0",24257,"",Base Game,
143884,"Machi Koro","https://cf.geekdo-images.com/_lI2eUDHfesfe5SswJiFAg__original/img/H4XHVffQ4SOxgWoG396I9LUrwg8=/0x0/filters:format(png)/pic4783831.png",2012,Unknown,"Taro Hino,Noboru Hotta,Ian Parovel,Mirko Suzuki","Masao Suganuma","Family Game","Country: Japan,Digital Implementations: Steam,Digital Implementations: Yucata,Game: Machi Koro,Mechanism: Tableau Building,Misc: LongPack Games,Misc: Watch It Played How To Videos,Theme: City","City Building,Dice","Dice Rolling,Ownership,Race,Random Production",6.6,"Not Rated",1.5,3,30,10,8,2,4,2,4,"4","2,3,4","2",1402,"excali8ur",Base Game,
259551,"Magic Fold","https://cf.geekdo-images.com/w4le33slz64TzAFgj89ptA__original/img/2i90D2dCf_fQErrX7p0I29m-tTw=/0x0/filters:format(jpeg)/pic4283003.jpg",2018,Unknown,"Christopher Matt","Bruno Cathala,Yohan Goh","","Mythology: Arabian","Action / Dexterity,Arabian,Aviation / Flight,Puzzle","Action Queue,Pattern Recognition,Race,Real-Time",6.3,"Not Rated",1.3,1,20 - 30,7,6,2,4,2,4,"4","3,4","1",14878,"excali8ur",Base Game,
402366,"Majolica: Revised Edition","https://cf.geekdo-images.com/WiAH4GZWxmX9XD-bD_FqCg__original/img/fQLvfO3sOlGx4pVxBw1TCYGsSR0=/0x0/filters:format(png)/pic7764315.png",2024,Unknown,"","Yu Wang","","Admin: Upcoming Releases","Abstract Strategy","Pattern Building",6.8,"Not Rated",2.0,Unknown,20 - 60,Unknown,Unknown,2,4,2,4,"2","2","0",Unknown,"",Base Game,
317504,"Mandala Stones","https://cf.geekdo-images.com/ucWyiu4LOqHUmGi6yb5BmQ__original/img/qeqTcEL3nTndiBz-RlWyXHRU55k=/0x0/filters:format(jpeg)/pic5608253.jpg",2021,Unknown,"Zbigniew Umgelter","Filip Głowacz","Abstract Game","Crowdfunding: Spieleschmiede,Digital Implementations: Tabletopia,Misc: LongPack Games,Religious: Buddhism,Theme: Art","Abstract Strategy","End Game Bonuses,Layering,Pattern Building,Set Collection,Variable Set-up",6.8,"Not Rated",1.8,2,30,10,8,2,4,2,4,"2","2,3,4","5",2523,"excali8ur",Base Game,
350460,"Mandala Stones: Harmony","https://cf.geekdo-images.com/4HZDNuDelIEYF3ukUFGDKQ__original/img/iMmClDqc47yIL40HuydsuYw9e6Q=/0x0/filters:format(jpeg)/pic6489445.jpg",2022,Unknown,"Zbigniew Umgelter","Filip Głowacz","","Digital Implementations: Tabletopia,Misc: LongPack Games,Theme: Art","Expansion for Base-game","Layering,Pattern Building,Set Collection",7.2,"Not Rated",2.3,Unknown,30,10,8,2,4,2,4,"2","2,3,4","0",Unknown,"excali8ur",Expansion,
139030,"Mascarade","https://cf.geekdo-images.com/OS3ckk3rZbwFi8en1rjiGQ__original/img/LhjLUWnk4Cy0ropDcLAA4A4V20w=/0x0/filters:format(jpeg)/pic1762410.jpg",2013,Unknown,"Jérémy Masson","Bruno Faidutti","Party Game","Theme: Witches","Bluffing,Card Game,Medieval,Party Game","Hidden Roles,Memory,Variable Player Powers",6.6,"Not Rated",1.5,1,30,10,10,2,13,2,13,"6,7,8","5,6,7,8,9,10,11","0",1797,"excali8ur",Base Game,
197070,"Massive Darkness","https://cf.geekdo-images.com/4gH_fX2BQPViWLe9pNfSKg__original/img/_bA6dQIzEddE6_i_N7U5zP6ZZ1g=/0x0/filters:format(jpeg)/pic3687923.jpg",2017,Unknown,"Édouard Guiton,Jason Hendricks","Raphaël Guiton,Jean-Baptiste Lullien,Nicolas Raoult","Thematic","Admin: Better Description Needed!,Category: Dungeon Crawler,Components: Coloured Dice,Components: Dice with Icons,Components: Miniatures,Creatures: Monsters,Crowdfunding: Kickstarter,Game: Massive Darkness,Mechanism: Campaign Games,Players: Games with Solitaire Rules","Adventure,Exploration,Fantasy,Fighting,Miniatures","Action Points,Cooperative Game,Dice Rolling,Hand Management,Modular Board,Variable Player Powers",7.1,"Not Rated",2.6,3,120,14,10,1,6,1,6,"4","1,2,3,4","0",1478,"excali8ur",Base Game,
365647,"Mech A Dream","https://cf.geekdo-images.com/MmWHmeaqjC7sWBFIL_VABw__original/img/TD-iDBZlM-4mU5DniMXzHihlxRo=/0x0/filters:format(png)/pic6940255.png",2023,Unknown,"Mark Oliver","Thomas Dupont,Antoni Guillen","","Admin: Better Description Needed!,Digital Implementations: Board Game Arena,Theme: Dreams / Nightmares,Theme: Robots","Industry / Manufacturing","End Game Bonuses,Worker Placement",6.6,"Not Rated",2.0,1,45,10,10,2,4,2,4,"3","2,3,4","5",8852,"excali8ur",Base Game,
150811,"Mega Man: The Board Game","https://cf.geekdo-images.com/3Lq7mCthf1UydbXfL42S4A__original/img/vmlaEmKUpa-M1zDFnOAh_2bVSRQ=/0x0/filters:format(jpeg)/pic1877422.jpg",2016,Unknown,"Eduardo Bromhbley,Thomas Kohler","Jason Hawronsky,Matt Whitaker","Thematic,Strategy Game","Components: Miniatures,Crowdfunding: Kickstarter,Misc: LongPack Games,Video Game Theme: Mega Man,Video Game Theme: Nintendo","Adventure,Card Game,Fighting,Miniatures,Movies / TV / Radio theme,Video Game Theme","Action Points,Deck, Bag, and Pool Building,Hand Management,Point to Point Movement,Team-Based Game,Variable Player Powers",5.1,"Not Rated",1.6,4,60 - 90,13,10,2,6,2,6,"2,3","2,3","0",30996,"excali8ur",Base Game,
237719,"Meine ersten Spiele: Wir räumen auf","https://cf.geekdo-images.com/T_bc75BcdsE3vqRhqzwJ9w__original/img/4nNI9ZfAwEXhxA5TwIzZBgRaOtI=/0x0/filters:format(jpeg)/pic3790839.jpg",2017,Unknown,"Sabine Kraushaar","Christiane Hüpper","","Series: My Very First Games (HABA),Theme: Rooms: Interiour Design, Home Decoration, Tidying","Animals,Children's Game,Educational","Cooperative Game",6.1,"Not Rated",1.0,1,5 - 10,2,2,1,3,1,3,"1,2","1,2,3","4",23018,"excali8ur",Base Game,
404431,"Men-Nefer","https://cf.geekdo-images.com/hMkpLfORIUsMe4dHuuHPyg__original/img/JsUocrjmr10HEIh-Ii97DCIYUIM=/0x0/filters:format(jpeg)/pic7984201.jpg",2024,Unknown,"Laura Bevon","Germán P. Millán","Strategy Game","Ancient: Egypt,Digital Implementations: TableTop Simulator Mod (TTS),Misc: LongPack Games,Players: Games with Solitaire Rules","Ancient,Civilization,Industry / Manufacturing","Income,Open Drafting,Set Collection,Track Movement,Worker Placement",8.2,"Not Rated",3.7,1,60 - 120,14,14,1,4,1,4,"3","1,2,3,4","0",486,"",Base Game,
244608,"Menara","https://cf.geekdo-images.com/qRwLtZZDhIT1wPD8qjCEUA__original/img/DWcprkKsOtSABH4zfsuD_LI26G0=/0x0/filters:format(jpeg)/pic3944407.jpg",2018,Unknown,"Sébastien Caiveau","Oliver Richtberg","Family Game","Mechanism: Tower Stacking,Players: Games with Solitaire Rules,Theme: Temple","Action / Dexterity,Fantasy","Cooperative Game,Physical Removal,Stacking and Balancing",7.4,"8.0",1.6,1,10 - 60,8,6,1,4,1,4,"2,3","1,2,3,4","0",868,"excali8ur",Base Game,
277700,"Merchants Cove","https://cf.geekdo-images.com/-JD8JLncWYMes9Q6YIgorg__original/img/HkR7hlj4qqYD1oUvKXeyCLKjsKE=/0x0/filters:format(jpeg)/pic6136538.jpg",2021,Unknown,"Mihajlo Dimitrievski","Jonny Pac,Carl Van Ostrand,Drake Villareal","Strategy Game","Components: 3-Dimensional (3D),Components: Marbles,Crowdfunding: Kickstarter,Digital Implementations: TableTop Simulator Mod (TTS),Game: Merchants Cove,Players: Games with expansions that change player count,Setting: The Five Realms","Economic,Fantasy,Nautical","Commodity Speculation,Dice Rolling,Rondel,Solo / Solitaire Game,Tile Placement,Turn Order: Time Track,Variable Player Powers,Worker Placement",7.4,"Not Rated",2.8,1,60 - 90,14,10,1,5,1,4,"3","1,2,3,4","24",987,"excali8ur",Base Game,
364640,"Merchants Cove: Master Craft","https://cf.geekdo-images.com/tnVfO2Nm9LcvTBffkL0Y1A__original/img/8YNlyLtURUuJqYoNcneDKATP4Qw=/0x0/filters:format(jpeg)/pic6913881.jpg",2025,Unknown,"Mihajlo Dimitrievski","Carl Van Ostrand,Drake Villareal","","Crowdfunding: Kickstarter,Game: Merchants Cove,Players: Expansions Changing Player Count,Setting: The Five Realms","Economic,Expansion for Base-game,Fantasy,Nautical","Action Retrieval,Deck, Bag, and Pool Building,Hexagon Grid,Layering,Rondel,Scenario / Mission / Campaign Game,Solo / Solitaire Game,Track Movement,Turn Order: Time Track",8.1,"Not Rated",3.2,1,60 - 90,14,14,1,5,1,5,"2","1,2,3","0",Unknown,"excali8ur",Expansion,
306040,"Merv: The Heart of the Silk Road","https://cf.geekdo-images.com/y6DEV5Qf6hyXpxRlafgOWw__original/img/9yTRhWdnV6l-EkLmmKZNlWa_DzE=/0x0/filters:format(jpeg)/pic5314414.jpg",2020,Unknown,"Ian O'Toole","Fabio Lopiano","Strategy Game","Animals: Camels,Cities: Baghdad (Iraq),Cities: Samarkand (Uzbekistan),Components: 5 x 5 Grids,Crowdfunding: Spieleschmiede,Players: Games with Solitaire Rules,Series: Euro Trilogy (Osprey Games),Theme: Silk Road","Arabian,City Building,Economic,Medieval","Auction: Turn Order Until Pass,Contracts,Modular Board,Ownership,Rondel,Set Collection,Solo / Solitaire Game,Square Grid,Track Movement,Turn Order: Auction,Variable Set-up",7.5,"Not Rated",3.4,1,90,14,14,1,4,1,4,"4","2,3,4","3",779,"excali8ur",Base Game,
347347,"Micro Cosmos","https://cf.geekdo-images.com/k2g0DCiRUcuuTEF5NhtzJA__original/img/YeKzlF2lt0LtM3N3sHJMrzfwcjs=/0x0/filters:format(jpeg)/pic6848508.jpg",2023,Unknown,"Jarosław Wajs","Michał Jagodziński,Kamil Langie","","Digital Implementations: Tabletopia,Players: Games with Solitaire Rules","Science Fiction,Space Exploration","Area Movement,Chaining,Hand Management,Movement Points,Pick-up and Deliver,Solo / Solitaire Game",7.2,"Not Rated",2.9,1,40 - 90,10,10,1,4,1,4,"1,3","1,2,3,4","4",7228,"excali8ur",Base Game,
133687,"MimiQ","https://cf.geekdo-images.com/VOgEUZALfv6-AQIypAPxMQ__original/img/6NlsQH-kRxl8XQZpLPb0PJzFop0=/0x0/filters:format(jpeg)/pic2310652.jpg",2011,Unknown,"(Uncredited)","Freddy Andersen,Kristian Dreinø","","","Children's Game","Acting,Set Collection",5.2,"Not Rated",1.0,Unknown,10,4,4,2,4,2,4,"4","3,4","1",29561,"excali8ur",Base Game,
412006,"Mimir's Challenge","https://cf.geekdo-images.com/Gjj4I55sEfMvuox9qEys_A__original/img/bIxQBiMLfu6L8804FSs0WmP-2_k=/0x0/filters:format(png)/pic9092389.png",2025,Unknown,"Nicholas Westgård","Jørgen Brunborg-Næss","","Admin: Upcoming Releases,Components: Player Screens,Containers: Hexagonal Boxes,Mythology: Norse","Mythology","Area Majority / Influence,End Game Bonuses,Hidden Victory Points,Modular Board,Secret Unit Deployment,Turn Order: Pass Order,Variable Set-up",7.1,"Not Rated",1.7,1,30 - 60,10,Unknown,2,4,2,4,"","3,4","0",Unknown,"",Base Game,
378851,"The Mind: Soulmates","https://cf.geekdo-images.com/KuUSKJDwy01HZfTdJTUqpg__original/img/AyoGntWaeE2MobstLCTW2HgeGr4=/0x0/filters:format(png)/pic7296951.png",2023,Unknown,"Oliver Freudenreich","Reinhard Staupe,Wolfgang Warsch","","","Card Game","Cooperative Game",6.8,"Not Rated",1.1,1,20,8,8,2,4,2,4,"3","2,3,4","1",7828,"excali8ur",Base Game,
425765,"Ministry of Lost Things: Case 1 – Lint Condition","https://cf.geekdo-images.com/i6p8XbWAcD974BUZJ4lg3Q__original/img/RrYQJLDDz3LPSswX45qOgk6Vxo4=/0x0/filters:format(jpeg)/pic8353361.jpg",2025,Unknown,"Nicole Gustafsson","Mark Larson,Rita Orlov,Chelsea Stark","","Category: Escape Room Games,Components: Digital Hybrid – App/Website Required,Crowdfunding: Kickstarter,Misc: Limited Replayability","Adventure,Deduction,Fantasy,Humor,Murder / Mystery,Puzzle","Cooperative Game,Deduction,Solo / Solitaire Game",7.9,"Not Rated",2.5,5,120 - 180,14,10,1,4,1,4,"1","1,2","0",5590,"",Base Game,
453357,"Ministry of Lost Things: Case 2 – Finders Keypers","https://cf.geekdo-images.com/OKeFr8p_GOnXKxORBH89XA__original/img/XV9RO71H3MM2gkKr_52aiaYKTjI=/0x0/filters:format(png)/pic9084126.png",2026,Unknown,"Nicole Gustafsson","Mark Larson,Rita Orlov,Chelsea Stark","","Admin: Upcoming Releases,Category: Escape Room Games","Adventure,Deduction,Fantasy,Humor,Murder / Mystery,Puzzle","Cooperative Game,Deduction,Solo / Solitaire Game",8.3,"Not Rated",2.3,Unknown,120 - 240,14,10,1,4,1,4,"","1,2","0",14360,"",Base Game,
414130,"Monster Nursery","https://cf.geekdo-images.com/emh9h57vfRk72TxHn-Y9sA__original/img/WFi7uyPleZsAeXgEBmXu00maAzE=/0x0/filters:format(jpeg)/pic9003779.jpg",2025,Unknown,"Ivan Escalante","Manuel Garza Lopez","","Admin: Better Description Needed!,Admin: Upcoming Releases,Creatures: Monsters","Action / Dexterity,Children's Game","Auction: Dexterity,Tile Placement",6.7,"Not Rated",1.0,Unknown,20 - 30,10,8,2,6,2,6,"4","2,3,4,5","0",Unknown,"",Base Game,
358386,"Moon","https://cf.geekdo-images.com/5S4mv0txfpPBtvttcOThUg__original/img/KlEPo8uJ7k6Z7_k9FPz96FNYRQ0=/0x0/filters:format(png)/pic6742326.png",2023,Unknown,"Haakon Gaarder","Haakon Gaarder","Strategy Game","Crowdfunding: Kickstarter,Digital Implementations: TableTop Simulator Mod (TTS),Digital Implementations: Tabletopia,Space: Colonization / Extraterrestrial Colonisation,Space: Earth's Moon","Science Fiction,Space Exploration","Closed Drafting,End Game Bonuses,Hand Management,Worker Placement",7.3,"Not Rated",2.5,3,45 - 90,10,10,1,5,1,5,"3","1,2,3,4","2",2404,"",Base Game,
377991,"Moon Bunny","https://cf.geekdo-images.com/hhgnMLbUkpiNFa3ClsmoYg__original/img/nB00ucdxPf_2WVbMF0HwnYwtYgY=/0x0/filters:format(jpeg)/pic8116772.jpg",2025,Unknown,"Serene Chan","Pauline Kong,Marie Wong","","Animals: Rabbits / Hares,Components: 6 x 6 Grids,Continents: Asia,Crowdfunding: Kickstarter,Misc: LongPack Games,Mythology: Chinese,Players: Games with Solitaire Rules,Space: Earth's Moon,Theme: Alchemy","Animals,Fantasy","Grid Movement,Set Collection,Solo / Solitaire Game,Tile Placement",7.3,"Not Rated",2.1,Unknown,30 - 60,14,12,1,4,1,4,"3","1,2,3,4","3",7959,"excali8ur",Base Game,
378001,"Moon River","https://cf.geekdo-images.com/A9B6_CiPQhI4-H6S4VVgKA__original/img/5UH3N6Irvf0A88Ugllu_4PTdDFM=/0x0/filters:format(png)/pic7600249.png",2023,Unknown,"Régis Torres","Bruno Cathala,Yohan Servais","Family Game","Admin: Better Description Needed!,Animals: Cattle / Cows,Components: Non-Traditional Dominoes,Digital Implementations: Board Game Arena,Game: Kingdomino,Misc: LongPack Games,Occupation: Farmer","American West,Territory Building","Open Drafting,Take That,Tile Placement,Turn Order: Claim Action",6.7,"Not Rated",2.0,1,45,8,8,2,4,2,4,"2","2,3,4","6",4280,"excali8ur",Base Game,
353401,"Moonlight Castle","https://cf.geekdo-images.com/DVyh7qIlDctR30CG_tmMIg__original/img/AyU3AVBMMSowYnhNEYit46xI6z8=/0x0/filters:format(png)/pic6580583.png",2021,Unknown,"Monica Pierazzi Mitri","Wilfried Fort,Marie Fort","Children's Game,Family Game","Components: 3-Dimensional (3D),Components: Gems/Crystals","Animals,Children's Game,Fantasy","Modular Board,Slide / Push,Worker Placement",7.0,"Not Rated",1.5,1,30,5,5,2,4,2,4,"3,4","2,3,4","2",11219,"excali8ur",Base Game,
390406,"The Morrison Game Factory","https://cf.geekdo-images.com/_g-uKFrnZQXDIU1uth_IfQ__original/img/WybtbONb-W9wkqd9P2Fjgxm9Rdo=/0x0/filters:format(jpeg)/pic7546840.jpg",2024,Unknown,"Steve Thomas","Lauren Bello","","Category: Escape Room Games,Crowdfunding: Kickstarter,Misc: Limited Replayability,Theme: Boardgaming","Adventure,Industry / Manufacturing,Murder / Mystery,Puzzle","Cooperative Game,Deduction,Solo / Solitaire Game,Storytelling",8.2,"Not Rated",2.2,4,100 - 240,14,10,1,4,1,4,"2","1,2,3","6",3396,"excali8ur",Base Game,
2679,"Mouse Trap","https://cf.geekdo-images.com/FOAtyHTLsx-YS_eeB6gi8Q__original/img/Bg3vVUuAPMGI35K9Ppx5qvJiHNs=/0x0/filters:format(jpeg)/pic8203815.jpg",1963,Unknown,"(Uncredited)","Gordon A. Barlow,Marvin Glass,Harvey ""Hank"" Kramer,Burt Meyer","Children's Game","Animals: Mice,Components: 3-Dimensional (3D),Components: Gears,Components: Marbles,Game: Mouse Trap,Misc: Dice Tower Hall of Fame,Series: World's Smallest (Super Impulse)","Action / Dexterity,Animals,Children's Game","Race,Roll / Spin and Move",4.1,"Not Rated",1.1,2,30,6,5,2,4,2,4,"3,4","2,3,4","5",31244,"excali8ur",Base Game,
72287,"Mr. Jack Pocket","https://cf.geekdo-images.com/nd44m6n6ykDCsHVt4wcEcQ__original/img/9GFcbKuPOzXXMli4QcQFTBJaKDU=/0x0/filters:format(jpeg)/pic1519530.jpg",2010,Unknown,"Jean-Marie Minguez","Bruno Cathala,Ludovic Maublanc","Strategy Game","Books: Sherlock Holmes,Cities: London (England, UK),Components: 3 x 3 Grids,Country: England,Digital Implementations: Apple App Store,Game: Mr. Jack,Historical Figures: Jack the Ripper,Players: Two-Player Only Games,Theme: Mystery / Crime","Bluffing,Deduction,Murder / Mystery,Post-Napoleonic","Hidden Movement,Map Deformation,Modular Board",6.8,"Not Rated",1.8,1,15,14,8,2,2,2,2,"2","2","2",1266,"excali8ur",Base Game,
12194,"Munchkin Bites!","https://cf.geekdo-images.com/p4_JH1WrhtbyWfi1iTTGQA__original/img/LzDDGdGqR3upoBtgYeuSMp0MXgA=/0x0/filters:format(jpeg)/pic49542.jpg",2004,Unknown,"John Kovalic,Domenico Neziti","Steve Jackson (I)","Thematic","Creatures: Vampires,Game: Munchkin","Card Game,Fighting,Horror,Humor","Dice Rolling,Trading,Variable Player Powers",6.0,"Not Rated",1.8,4,90,10,12,3,6,3,6,"4,5","3,4,5,6","1",6396,"excali8ur",Base Game,
18898,"Munchkin Bites! 2: Pants Macabre","https://cf.geekdo-images.com/SqnGqe9tYpC56qH7u510CA__original/img/p8TOQOGvDHuABEt-Tdnk7HvW5H4=/0x0/filters:format(jpeg)/pic96743.jpg",2005,Unknown,"John Kovalic","Steve Jackson (I)","","Creatures: Vampires,Game: Munchkin","Card Game,Expansion for Base-game,Fighting,Horror,Humor","Dice Rolling,Trading,Variable Player Powers",6.4,"Not Rated",2.1,4,90,10,12,3,6,3,6,"4,5","3,4,5,6","0",Unknown,"excali8ur",Expansion,
25071,"Munchkin Cthulhu","https://cf.geekdo-images.com/xFlGGfyoP4Pb-nYKxJTi7A__original/img/Wpa4WcLLng6qxx5zysK7ieQVGNk=/0x0/filters:format(jpeg)/pic162995.jpg",2007,Unknown,"Katie Cook,John Kovalic,François Launet,Gabby Ruenes","J. H. G. Hendriks,Steve Jackson (I)","Thematic","Game: Munchkin,Theme: Cthulhu Mythos","Card Game,Fighting,Horror,Humor","Dice Rolling,Trading,Variable Player Powers",6.2,"Not Rated",1.7,4,90,10,12,3,6,3,6,"4,5","3,4,5,6","0",4097,"excali8ur",Base Game,
22948,"Munchkin Impossible","https://cf.geekdo-images.com/ynjuYycb9fBRNDQbjmgySw__original/img/L3oBlC6RJlhwUZhqXzPIJlSJqHg=/0x0/filters:format(jpeg)/pic137335.jpg",2006,Unknown,"John Kovalic","Steve Jackson (I)","Thematic","Game: Munchkin","Card Game,Fighting,Humor,Spies / Secret Agents","Dice Rolling,Trading,Variable Player Powers",5.9,"Not Rated",1.8,4,60 - 120,10,10,3,6,3,6,"4,5","3,4,5,6","0",9424,"excali8ur",Base Game,
410580,"Muster: Raise the Banners","https://cf.geekdo-images.com/h1tP97mUTSF6SaCjg3appw__original/img/GYaR52RhHPJbudM0JtaBalsGDUY=/0x0/filters:format(jpeg)/pic8769787.jpg",2025,Unknown,"Pedro R. M. Andreo","Spencer Lloyd Thomas","","Card Games: Draw and Discard,Card Games: Lane Battler,Crowdfunding: Gamefound,Players: Two-Player Only Games","Card Game,Print & Play","Area Majority / Influence,Hand Management,Layering,Matching,Melding and Splaying,Move Through Deck",7.4,"Not Rated",1.3,1,10 - 20,8,5,2,2,2,2,"2","2","3",16620,"",Base Game,
328866,"My Father's Work","https://cf.geekdo-images.com/N0hCcxXw8d7vUjKfsYO6vg__original/img/P8-tSkeRO-e3SnNXh4Yq8d0JcWQ=/0x0/filters:format(png)/pic6121929.png",2022,Unknown,"Anh Le Art,Cold Castle Studios,Eric Hibbeler,Damien Mammoliti,Janos Orban","T. C. Petty III","Thematic","Components: Book as Board,Components: Digital Hybrid – App/Website Required,Components: Game Trayz Inside,Components: Miniatures,Crowdfunding: Kickstarter,Organizations: Game Designers of North Carolina,Theme: Mad Science / Mad Scientist","Fantasy,Horror","Events,Hand Management,Narrative Choice / Paragraph,Storytelling,Worker Placement,Worker Placement, Different Worker Types",7.8,"Not Rated",3.1,4,180,14,14,2,4,2,4,"","2,3","12",699,"excali8ur",Base Game,
269620,"My Very First Games: Off to Bed!","https://cf.geekdo-images.com/Z5pPT1N_jPmVh7GsnIx60A__original/img/x4sUAlZq7OYfP7vEWm6KMP288Vw=/0x0/filters:format(jpeg)/pic6068793.jpg",2019,Unknown,"Sabine Kraushaar","Kristin Dittmann","","Series: My Very First Games (HABA)","Children's Game","Matching,Memory,Storytelling",6.1,"Not Rated",2.0,1,10,2,2,1,3,1,3,"2","1,2,3","1",23899,"excali8ur",Base Game,
447570,"Mythologies","https://cf.geekdo-images.com/LmogQFHcVtMonS4OlYn7Zw__original/img/I5_d5oC-v1i2KiW6WSP0Z5nABSc=/0x0/filters:format(jpeg)/pic8916698.jpg",2026,Unknown,"Arthur Boccard","Maxime Babad,Mickaël ""Froh"" Garcin","","Admin: Upcoming Releases,Components: 3 x 3 Grids,Digital Implementations: Game Park,Digital Implementations: TableTop Simulator Mod (TTS),Mythology: Celtic,Mythology: Chinese,Mythology: Egyptian,Mythology: Greek,Mythology: Hindu,Mythology: Norse","Ancient,Civilization,Mythology,Religious","Layering,Open Drafting,Set Collection,Simultaneous Action Selection,Variable Set-up",7.2,"Not Rated",2.5,3,20 - 40,10,10,2,4,2,4,"4","2,3,4","0",10655,"",Base Game,
472460,"Nakasendo","https://cf.geekdo-images.com/Q6FFlFO5vg0YJ08PWEkV6g__original/img/rxxAIZzwKqrQynG09T_pMJ353L4=/0x0/filters:format(jpeg)/pic9627137.jpg",2026,Unknown,"Jorge Tabanera Redondo","Jorge Tabanera Redondo","","Admin: Upcoming Releases,Country: Japan,History: Edo Period","Territory Building,Travel","End Game Bonuses,Network and Route Building,Open Drafting,Pattern Building,Set Collection,Tile Placement,Variable Set-up",9.0,"Not Rated",0.0,Unknown,30 - 45,10,Unknown,2,4,2,4,"","","0",Unknown,"",Base Game,
275215,"Namiji","https://cf.geekdo-images.com/AW6IWjNVwOOLxVHepkQk1g__original/img/vrWnwd7-67YNTr4XFra222jO3Sk=/0x0/filters:format(jpeg)/pic4629265.jpg",2022,Unknown,"Xavier Gueniffey Durin","Antoine Bauza","Family Game","Theme: Fishing / Angling,Country: Japan,Crowdfunding: Kickstarter","Travel","Push Your Luck,Set Collection,Track Movement,Turn Order: Time Track,Variable Player Powers",7.1,"Not Rated",1.8,3,30 - 45,8,8,2,5,2,5,"4","2,3,4,5","4",2343,"excali8ur",Base Game,
167355,"Nemesis","https://cf.geekdo-images.com/4KSmlm59w0GwLIlgDnJDAQ__original/img/f0VmAKrPrMRQOUcOJHekRvuysDE=/0x0/filters:format(png)/pic8211747.png",2018,Unknown,"Piotr Foksowicz,Patryk Jędraszek,Ewa Labak,Andrzej Półtoranos","Adam Kwapiński","Thematic","Category: Dungeon Crawler,Components: Dice with Icons,Components: Miniatures,Components: Polyhedral (not D6) dice,Creatures: Aliens / Extraterrestrials,Crowdfunding: Kickstarter,Crowdfunding: Modian,Game: Nemesis,Misc: Eastar Game Manufacturing,Players: Games with Solitaire Rules","Adventure,Horror,Miniatures,Science Fiction","Action Points,Campaign / Battle Card Driven,Cooperative Game,Dice Rolling,Hand Management,Hidden Roles,Interrupts,Modular Board,Player Elimination,Scenario / Mission / Campaign Game,Semi-Cooperative Game,Solo / Solitaire Game,Team-Based Game,Traitor Game,Variable Player Powers",8.2,"Not Rated",3.5,3,90 - 180,12,14,1,5,1,5,"4,5","1,2,3,4,5","1",25,"excali8ur",Base Game,
